,entabId,listId
0,ChIJvz3Ntrlx5kcRCylrI3QARlw,360.0
1,ChIJD1NcznJu5kcRf1NPxKI6CPI,421.0
2,ChIJvz3Ntrlx5kcRCylrI3QARlw,362.0
3,ChIJ9XyV5B5u5kcRA2PRdiGh4uY,362.0
4,ChIJ02Lg3z1u5kcRIyN9MB7QdlY,363.0
5,ChIJ02Lg3z1u5kcRIyN9MB7QdlY,363.0
6,ChIJuyYh-gBy5kcRlX6XTFxkoq8,363.0
7,ChIJKxawO95x5kcRAntP2VSsgKk,365.0
8,ChIJvz3Ntrlx5kcRCylrI3QARlw,364.0
9,ChIJuQ2aeaDazRIR-R434mYVWZY,363.0
10,ChIJC0tMA8Zx5kcRT0FUzlguCls,363.0
11,ChIJ02Lg3z1u5kcRIyN9MB7QdlY,362.0
12,ChIJ02Lg3z1u5kcRIyN9MB7QdlY,362.0
13,ChIJ9S9UxAZy5kcRF0ZuoNaI69s,362.0
14,ChIJ35IctwBy5kcRi9edE20v3D8,362.0
15,ChIJuT2zzgZy5kcRE245LJsSnKg,362.0
16,ChIJRS81ac1v5kcRRUqQBmTTJJU,362.0
17,ChIJQ46XIUZu5kcRy4xuGZSwzwo,362.0
18,ChIJy8liux9u5kcROXQfJ7-ESm4,362.0
19,ChIJLx3vonpu5kcRlCJWb55M0vw,362.0
20,ChIJ5-Wt8AZu5kcRwI6zQEwdXv4,362.0
21,ChIJZYI0ygtu5kcRdYe6wVTkZDQ,362.0
22,ChIJldbFmD5u5kcRN_hD8mPd5ZQ,362.0
23,ChIJ-fTHLgJy5kcRkJ-cKY8mHug,362.0
24,ChIJKxawO95x5kcRAntP2VSsgKk,363.0
25,ChIJa_2pTx9u5kcR6_dq7cs2xb0,363.0
26,ChIJX2V3iiFu5kcRiLmz-yKJAbc,363.0
27,ChIJ35yLU0Zu5kcRUctPEJPvCR8,363.0
28,ChIJbxIuBDpu5kcRdYIN6Irc8nA,363.0
29,ChIJ4T8SMABy5kcRLIGAo5gKWw8,363.0
30,ChIJLQtj-spx5kcRwUEEw9DJRhs,363.0
31,ChIJZdGK2CRu5kcRVYkhawTz8C0,363.0
32,ChIJqwd1Lt1v5kcRqG8_LF_qfcc,363.0
33,ChIJP8zZ4-tv5kcR1VMg5nE5z8w,363.0
34,ChIJw8kRaSFu5kcRFhLvX5DjiWY,363.0
35,ChIJ4xutfT5u5kcRaJn2NkiOhPU,363.0
36,ChIJUy9JFxVu5kcRMW429Dzhb_w,363.0
37,ChIJq2DVqQhy5kcRa72Hhklq2bY,363.0
38,ChIJebo4dfvq9EcRmG3DLotWMEQ,364.0
39,ChIJQcio5M_r9EcR83yBOh8KrZo,364.0
40,ChIJwdgFjVnq9EcR9KCFkrHOaxw,364.0
41,ChIJ3X0PI1rq9EcR3cfk3kuxhns,364.0
42,ChIJw77MPvnq9EcRZBu7Y6o8wxc,364.0
43,ChIJR0VVh0Tq9EcRJveMSkRSB1U,364.0
44,ChIJv-_lZx3r9EcRcXphNXP14SA,364.0
45,ChIJe8StPFrq9EcRsEDABe7A7-A,364.0
46,ChIJMQxZiv7q9EcRS7g4SCMOsKk,364.0
47,ChIJNzRBsE3q9EcRS7TosaLAdOc,364.0
48,ChIJzTyCSFTq9EcRvLMegp9RRFA,364.0
49,ChIJubx7nP7q9EcROsvVkxfPM7Y,364.0
50,ChIJfb8SPPzq9EcRukYwoR9KUTE,364.0
51,ChIJd9XPtlbq9EcRn2wA91GAeGg,364.0
52,ChIJN4AZZ0bq9EcRmekjCC3DnJI,365.0
53,ChIJ36EMpP_q9EcRbOjVeAXkCpY,365.0
54,ChIJYzuf0WDq9EcR54A_rX33rzE,365.0
55,ChIJF_vM3WPq9EcRIZxb637PpgI,365.0
56,ChIJhYOS0v3q9EcR8PWIo9f5ofc,365.0
57,ChIJ-wQIXHLr9EcResJqSwB4tLw,365.0
58,ChIJM-ErPmLq9EcRBc8bPh4XMeM,365.0
59,ChIJg7nBW1Hq9EcRWro9kI5Layg,365.0
60,ChIJgT0st1Xq9EcRto5eULT2Fds,365.0
61,ChIJqXKUvFXq9EcResAo-fVsSiI,365.0
62,ChIJycUijkPq9EcRPreqHSchXsQ,365.0
63,ChIJ9_SKPUvq9EcRsvhxDZsc158,365.0
64,ChIJuZYdiP7q9EcRb-pNqWvyzTo,365.0
65,ChIJ-wyj_Wrq9EcRXwaVvKz7J5g,365.0
66,ChIJl9avTVbq9EcREJFFJKaBNXM,365.0
67,ChIJPxtQ4FPq9EcRE2rVPqDecCQ,365.0
68,ChIJDxoxgp-9rhIR3nW_uZZNzdQ,366.0
69,ChIJA4deFHC7rhIRDtbPJ_bDBYg,366.0
70,ChIJuRsjml-7rhIRrI42dytoOm0,366.0
71,ChIJr_kI03y7rhIRWLYIN7dW7-k,366.0
72,ChIJTdqyEGK7rhIRyTBkGLlU8A0,366.0
73,ChIJY_flGp68rhIRsS50jSjAnEQ,366.0
74,ChIJxd0WtpG8rhIROZsJBg-0cnY,366.0
75,ChIJnSKf8pu8rhIRwL-BFHli1l4,366.0
76,ChIJy6lPp5-8rhIRjiUqcnRUhFo,366.0
77,ChIJBUcOuJ68rhIRgIVTrvWHJbU,366.0
78,ChIJd66JSpi8rhIRmS4khLD74do,366.0
79,ChIJL6V493G7rhIRw0ZQHoJ1YBs,367.0
80,ChIJKd_caJC8rhIRHWLKmVWJjoA,367.0
81,ChIJN5UmzGe7rhIRnmeYt85tFYc,367.0
82,ChIJH-rJI5-8rhIRGgM0BSRbtz4,367.0
83,ChIJ8zJBCGK7rhIRJ2ROilwHpqM,367.0
84,ChIJbZa0uWK7rhIROMW9WRc3p9M,367.0
85,ChIJfWUQU2K7rhIRiWGpK57to7k,367.0
86,ChIJl6LYAp68rhIR52hPGY6KVkY,367.0
87,ChIJ7yuRl3cqw0cR24QyNQYfXzU,368.0
88,ChIJ_2AxnYfVwkcRd2v-D0zegYg,368.0
89,ChIJT5bwP5vVwkcRZLeILFXTiJQ,368.0
90,ChIJY0PV9Hgqw0cRphbqrwX1oq4,368.0
91,ChIJHaFh8YfVwkcRn2B3ss73hBs,368.0
92,ChIJD_qA0YTVwkcRZUy_GD16Di8,368.0
93,ChIJMdmRJ38qw0cRQy9yE-EHAkM,368.0
94,ChIJ31DPiYnVwkcRXeSx03Z96OE,368.0
95,ChIJG7OGt4fVwkcREx1SotQlTGg,368.0
96,ChIJBaJZnYfVwkcRsxuEa6T7i0o,368.0
97,ChIJq6qqzorVwkcRWhNuU3b6QfE,368.0
98,ChIJmySmSIXVwkcRSqk9BZ1fi4k,368.0
99,ChIJNfTYn5rVwkcRKX2mVvIcxT0,368.0
100,ChIJq1xzdJDVwkcRvnlAG_cWUzM,369.0
101,ChIJCZfCw4fVwkcRONce_ZO9B-4,369.0
102,ChIJGQyIX4_VwkcRNROBKjx1AjM,369.0
103,ChIJNQvBZofVwkcR78eL-MRzDfA,369.0
104,ChIJ78C8wFzV3EcRWkkRYVqX6cM,369.0
105,ChIJrVmOV5DVwkcRe_GJYWH0Sbc,369.0
106,ChIJP0A84hTLc0ERZ0dOh-uuE68,369.0
107,ChIJI0vFUYfVwkcRmqZJfRrlQCs,369.0
108,ChIJi2M3yYnVwkcR5vnoNm501KE,369.0
109,ChIJmVVpmIrVwkcRjaE2W9e-H_4,369.0
110,ChIJcTHe1YfVwkcRNugXdobsFTw,369.0
111,ChIJ39of387AyRIRDVHaiSQ6QX0,417.0
112,ChIJWRwU93LHyRIRLHL-3mTen-I,417.0
113,ChIJkRD62J-4yRIR-kCxkiRZW0Q,417.0
114,ChIJT53oq6TAyRIRZExhsj6d6EE,417.0
115,ChIJI8qmv8DAyRIRsQUw3Q6LKK0,417.0
116,ChIJeQMHP8jAyRIRGHFgNaDXmyU,417.0
117,ChIJH8aneMbAyRIRUwSwL9oPneM,417.0
118,ChIJdfabEsfAyRIRcWDDWrn6DzU,417.0
119,ChIJ45T1N6XAyRIRsQxeLBfG6zM,417.0
120,ChIJHcjD5LjAyRIRvJ030AzybgM,417.0
121,ChIJHcjD5LjAyRIRMrc5wtxpy6k,417.0
122,ChIJOeKef8DAyRIRvirwrhNP6iQ,417.0
123,ChIJyUuaVrrAyRIRUOOP1mTDjRg,418.0
124,ChIJLZVAI1XHyRIRGTiKgTGBook,418.0
125,ChIJuyuNXdfAyRIRPFLPP-7QIJs,418.0
126,ChIJvTN8gLjAyRIRQF6UY-654ls,418.0
127,ChIJN0jbmsfAyRIRWs04WQ6bDVI,418.0
128,ChIJmTHlzO7AyRIRGXlQXQ9V5us,418.0
129,ChIJaYdXWOnAyRIRhOcRD2uJGqw,418.0
130,ChIJZwfPXb_AyRIRnl0zHlFxtxM,418.0
131,ChIJv7UqDSrByRIRPV3h0TMH2Aw,418.0
132,ChIJh8Pu_sbAyRIRRr7nq1M0O8U,418.0
133,ChIJizKch_xx5kcRtvvAqq_HAuA,3.0
134,ChIJq8tRGzpu5kcRDnSYNiUOdR4,3.0
135,ChIJjaGYgbjAyRIRsFnt3XfjlmM,467.0
136,ChIJu6HiXLjAyRIRT5nVEzneGFw,467.0
137,ChIJmxVBernAyRIRvwECO4ddzmg,468.0
138,ChIJEdoB2cPAyRIR-LpaCgHBHWM,468.0
139,ChIJlbWJarjAyRIRbY_QOfEx9k4,468.0
140,ChIJlbWJarjAyRIRbY_QOfEx9k4,468.0
141,ChIJH8Zss7nAyRIRm7MGXtMpM5A,468.0
142,ChIJHcjD5LjAyRIRvJ030AzybgM,468.0
143,ChIJH8Zss7nAyRIRm7MGXtMpM5A,468.0
144,ChIJL4T0jLrAyRIR4cfrWROKp8M,468.0
145,ChIJL4T0jLrAyRIR4cfrWROKp8M,468.0
146,ChIJpa7qEJiNyRIR9mkof1PN4uU,468.0
147,ChIJpa7qEJiNyRIR9mkof1PN4uU,468.0
148,ChIJ2z4VG72NyRIRgUAa_uar0q4,469.0
149,ChIJd87NGr2NyRIRowkkllAAIv8,469.0
150,ChIJpa7qEJiNyRIR9mkof1PN4uU,469.0
151,ChIJMZd_Tb2NyRIRBGGlftWobKI,469.0
152,ChIJMZd_Tb2NyRIRBGGlftWobKI,469.0
153,ChIJFXPKAL6NyRIR7UzIjTBIVcA,469.0
154,ChIJFXPKAL6NyRIR7UzIjTBIVcA,469.0
155,ChIJW0FW_72NyRIR1ww-cUbtnnQ,470.0
156,ChIJI9FG972NyRIRuMmPsLoSbHY,470.0
157,ChIJgzuFJ5aNyRIRB9W03Qm2LAw,470.0
158,ChIJgzuFJ5aNyRIRB9W03Qm2LAw,470.0
159,ChIJvz3Ntrlx5kcRCylrI3QARlw,412.0
160,ChIJA_GsK4p65kcRGb3KaG-O-Ok,358.0
161,ChIJqXXHv-Bx5kcRecgfcFDPz7c,359.0
162,ChIJGy_avBre5UcRodvlmRQ4TW8,358.0
163,ChIJjdDV3Rtw5kcR1dmCBQOwaR0,358.0
164,ChIJq6B5t99x5kcRRfiVW1Lj98o,359.0
165,ChIJVVVFg4l65kcRY5d70Ef3FT8,358.0
166,ChIJWzc9k39x5kcRXK3TooeyLYE,391.0
167,ChIJWzc9k39x5kcRXK3TooeyLYE,391.0
168,ChIJU9d4gc9z5kcR4ml6HYlFX4o,391.0
169,ChIJZ-ChIJv4KfpwBy5kcROqKaKlwHAgg,
170,ChIJZYI0ygtu5kcRdYe6wVTkZDQ,46.0
171,ChIJAYa7ntNx5kcRcmJxXPZ7m9k,46.0
172,ChIJfyPlW7Fv5kcREJzgSEJO_0M,46.0
173,ChIJuT2zzgZy5kcRE245LJsSnKg,49.0
174,ChIJpfGcLNlx5kcRpGKKSpKZpcU,50.0
175,ChIJJUvyzgBy5kcRtvSiuA5hvpE,46.0
176,ChIJUcDfzFRu5kcRf64XHZwbH64,46.0
177,ChIJr5Ks2UVu5kcR9QL45EXSLBE,51.0
178,ChIJuT2zzgZy5kcRE245LJsSnKg,51.0
179,ChIJBahdkNBt5kcRHUnZLG_jnvs,46.0
180,ChIJeTyR_Btu5kcREaNm-C72THg,51.0
181,ChIJuT2zzgZy5kcRE245LJsSnKg,53.0
182,ChIJBahdkNBt5kcRHUnZLG_jnvs,53.0
183,ChIJJUvyzgBy5kcRtvSiuA5hvpE,53.0
184,ChIJuT2zzgZy5kcRE245LJsSnKg,52.0
185,ChIJ4yCx4wZy5kcRiTeFA7n5mJQ,52.0
186,ChIJr5Ks2UVu5kcR9QL45EXSLBE,53.0
187,ChIJ05Eq1kVu5kcRvq2tYBgjLfI,52.0
188,ChIJuT2zzgZy5kcRE245LJsSnKg,54.0
189,ChIJh-pVnJp65kcR_McPRNkHj9w,411.0
190,ChIJlZUrDEbq9EcRyrA0-0hj95M,410.0
191,ChIJy0NgD0Xq9EcR9GMthDTGWyU,410.0
192,ChIJZ2oWlarr9EcRsdqsW7zNNvE,410.0
193,ChIJzTyCSFTq9EcRvLMegp9RRFA,410.0
194,ChIJNzRBsE3q9EcRS7TosaLAdOc,410.0
195,ChIJYzuf0WDq9EcR54A_rX33rzE,410.0
196,ChIJC0tMA8Zx5kcRT0FUzlguCls,411.0
197,ChIJ-7rXIo965kcRGZVvi6bgSkc,411.0
198,ChIJN8w8-hxu5kcRXO7gS8PGt10,411.0
199,ChIJy3sBP2Hq9EcRQURYqqKtxYI,410.0
200,ChIJtVoUbPnq9EcRcwrldoRe_aM,410.0
201,ChIJw77MPvnq9EcRZBu7Y6o8wxc,410.0
202,ChIJGXLSQrfr9EcRgi966-y6_pc,410.0
203,ChIJY8er33Pq9EcRK61JcZDrkW0,410.0
204,ChIJQTLcSVjq9EcRKEMn6rQHwcM,410.0
205,ChIJ8xMu2HPq9EcR_ht94WjKZCY,410.0
206,ChIJP7drYSxy5kcR1_aBfn1ZANY,384.0
207,ChIJJUvyzgBy5kcRtvSiuA5hvpE,384.0
208,ChIJsVzBAslv5kcR-8UQLgslM2k,384.0
209,ChIJ4yCx4wZy5kcRiTeFA7n5mJQ,384.0
210,ChIJDfUgNdBt5kcR605nMrf15XU,396.0
211,ChIJJ7M3kG1u5kcRHcT74K1TvM8,396.0
212,ChIJ18Q-jklu5kcR3ZoLR_ldvfM,78.0
213,ChIJ18Q-jklu5kcR3ZoLR_ldvfM,79.0
214,ChIJnY7lANp4CEgRMJwNHlI3DQQ,370.0
215,ChIJo8Po_8F4CEgR0ILDISnSzPo,395.0
216,ChIJr5Ks2UVu5kcR9QL45EXSLBE,349.0
217,ChIJ05Eq1kVu5kcRvq2tYBgjLfI,349.0
218,ChIJZdyzNHpu5kcRHzDLxzlsfJo,408.0
219,ChIJgRpheazr9EcRUa9ejMT_CCE,465.0
220,ChIJeZ71EQDr9EcRMW_WbriXdxA,465.0
221,ChIJL706IJe8rhIRGdHyLdIkbIw,471.0
222,ChIJZdyzNHpu5kcRHzDLxzlsfJo,409.0
223,ChIJ66kETntu5kcRdmMzu9XGdaE,409.0
224,ChIJD1NcznJu5kcRf1NPxKI6CPI,409.0
225,ChIJrbz5-AZu5kcRmpEc9SBY4ls,413.0
226,ChIJZYI0ygtu5kcRdYe6wVTkZDQ,409.0
227,ChIJQ46XIUZu5kcRy4xuGZSwzwo,409.0
228,ChIJQ46XIUZu5kcRy4xuGZSwzwo,413.0
229,ChIJxaCxpBRu5kcRQ9-jT_pb_YE,409.0
230,ChIJJ-P3zT9u5kcRvdSsDKd6Ipc,409.0
231,ChIJEankdlxu5kcRQIg1Sz9yDbo,413.0
232,ChIJXy5F8zNs5kcR4EG2ITmEGLA,409.0
233,ChIJXy5F8zNs5kcR4EG2ITmEGLA,413.0
234,ChIJ8f3kjDNs5kcRYGqrk8H3wmY,413.0
235,ChIJd_2o97l95kcR4j94zASrW3Q,409.0
236,ChIJvz3Ntrlx5kcRCylrI3QARlw,409.0
237,ChIJQYX2NSVu5kcRuaQs2759EDQ,413.0
238,ChIJ2ZC2AwJu5kcRRg3aRwz2rG0,416.0
239,ChIJZaxP1LBv5kcRQKASCZUfnz8,416.0
240,ChIJF39aLjRu5kcR2tc2OL9Ok0A,416.0
241,ChIJjasjZGRu5kcRMUkbbCkm6no,416.0
242,ChIJfe8Qqv9x5kcR0f87Fh-gmCs,409.0
243,ChIJM2AdzQBy5kcRdMXq_tKcHtE,413.0
244,ChIJXy5F8zNs5kcR4EG2ITmEGLA,409.0
245,1Dq8j8FwkinEycz1Z7sG9cY8bbz1eQaq7wSnIrHBYYgBy1rn3QzHutiryTWMpxFX,12.0
246,1Dq8j8FwkinEycz1Z7sG9cY8bbz1eQaq7wSnIrHBYYgBy1rn3QzHutiryTWMpxFX,12.0
247,ChIJ-eELb-l65kcRfyluPKUXeYs,12.0
248,ChIJ-eELb-l65kcRfyluPKUXeYs,12.0
249,ChIJ-eELb-l65kcRfyluPKUXeYs,12.0
250,ChIJ-eELb-l65kcRfyluPKUXeYs,12.0
251,ChIJ-eELb-l65kcRfyluPKUXeYs,12.0
252,ChIJl_7p8uFv5kcRj5ZGEf31ILM,4.0
253,ChIJl_7p8uFv5kcRj5ZGEf31ILM,7.0
254,ChIJzaRYiNdx5kcRlxQ89kuogt0,7.0
255,ChIJixbd-gZy5kcRWygsNNXqaPo,7.0
256,ChIJixbd-gZy5kcRWygsNNXqaPo,7.0
257,ChIJixbd-gZy5kcRWygsNNXqaPo,7.0
258,ChIJixbd-gZy5kcRWygsNNXqaPo,7.0
259,ChIJixbd-gZy5kcRWygsNNXqaPo,7.0
260,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,7.0
261,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,7.0
262,ChIJxymVyABy5kcRlwPBRo6eEiw,13.0
263,ChIJu4SAEulv5kcR8iU31GkA4Vw,351.0
264,ChIJ7YNCSeNt5kcRD7BGg3PEAiE,350.0
265,ChIJfY12pR5y5kcRAX8ZRkMlzVs,361.0
266,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,2.0
267,ChIJ-eELb-l65kcRfyluPKUXeYs,2.0
268,ChIJq8tRGzpu5kcRDnSYNiUOdR4,2.0
269,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,8.0
270,ChIJq8tRGzpu5kcRDnSYNiUOdR4,8.0
271,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,10.0
272,ChIJ5Vk7opJ65kcR6LOP8WgDN8U,10.0
273,ChIJUy9JFxVu5kcRMW429Dzhb_w,420.0
274,ChIJvz3Ntrlx5kcRCylrI3QARlw,352.0
275,ChIJC0tMA8Zx5kcRT0FUzlguCls,352.0
276,ChIJsZKjKA1u5kcRaVDKu3gWoMI,352.0
277,ChIJA_GsK4p65kcRGb3KaG-O-Ok,352.0
278,ChIJbZG9lt9v5kcRwdXbp2Et1B8,354.0
279,ChIJbZG9lt9v5kcRwdXbp2Et1B8,352.0
280,ChIJvz3Ntrlx5kcRCylrI3QARlw,354.0
281,ChIJvz3Ntrlx5kcRCylrI3QARlw,352.0
282,ChIJvz3Ntrlx5kcRCylrI3QARlw,354.0
283,ChIJJdinHult5kcRw1VJlkwXE54,352.0
284,ChIJJdinHult5kcRw1VJlkwXE54,354.0
285,ChIJuQ2aeaDazRIR-R434mYVWZY,352.0
286,ChIJuQ2aeaDazRIR-R434mYVWZY,352.0
287,ChIJuQ2aeaDazRIR-R434mYVWZY,354.0
288,ChIJLZsAQC5u5kcRYeXYWFL9Lqk,428.0
289,ChIJ0Q7tj_1x5kcR-M7FGSl4giI,428.0
290,ChIJ321Jgz5u5kcRqN76SoQ6Lek,472.0
291,ChIJKbarJztw5kcR6Q8QoZdHJtc,472.0
292,ChIJKbarJztw5kcR6Q8QoZdHJtc,472.0
293,ChIJbZG9lt9v5kcRwdXbp2Et1B8,357.0
294,ChIJv4KfpwBy5kcROqKaKlwHAgg,357.0
295,ChIJlW2G2zBu5kcRhim6uqUi8Fs,357.0
296,ChIJ6d8E4mxu5kcRcM9fKPhAh8A,357.0
297,ChIJRftsdyRu5kcR4cGe4skdrnA,357.0
298,ChIJeTyR_Btu5kcREaNm-C72THg,375.0
299,ChIJR5-CQBpy5kcRKZp6xATLG2Q,357.0
300,ChIJR5-CQBpy5kcRKZp6xATLG2Q,375.0
301,ChIJvz3Ntrlx5kcRCylrI3QARlw,375.0
302,ChIJA_GsK4p65kcRGb3KaG-O-Ok,348.0
303,ChIJbZG9lt9v5kcRwdXbp2Et1B8,355.0
304,ChIJsZKjKA1u5kcRaVDKu3gWoMI,355.0
305,ChIJuQ2aeaDazRIR-R434mYVWZY,355.0
306,ChIJuQ2aeaDazRIR-R434mYVWZY,348.0
307,ChIJgT3C39xx5kcReKrfsUXZ-rQ,355.0
308,ChIJsVzBAslv5kcR-8UQLgslM2k,405.0
309,ChIJuT2zzgZy5kcRE245LJsSnKg,406.0
310,ChIJrx1wLQdy5kcR0LqCzSb0dTk,348.0
311,ChIJJUvyzgBy5kcRtvSiuA5hvpE,348.0
312,ChIJv4KfpwBy5kcROqKaKlwHAgg,355.0
313,ChIJ647DhQZu5kcR4Ss8Lzg3I_Q,355.0
314,ChIJY1137Rty5kcR19HGmyuBSjY,355.0
315,ChIJbZG9lt9v5kcRwdXbp2Et1B8,402.0
316,ChIJsZKjKA1u5kcRaVDKu3gWoMI,402.0
317,ChIJ647DhQZu5kcR4Ss8Lzg3I_Q,402.0
318,ChIJvz3Ntrlx5kcRCylrI3QARlw,402.0
319,ChIJv4KfpwBy5kcROqKaKlwHAgg,402.0
320,ChIJD1NcznJu5kcRf1NPxKI6CPI,355.0
321,ChIJ02Lg3z1u5kcRm-Al-JnxmRU,348.0
